text,Label, , .1, .2, .3, .4, .5, .6,predicted_label_id,predicted_label,confidence
"HTM 30k free semua spot foto...puas bgt 👍👍
Rekomend buat liburan keluarga …", , , , , , , , ,2,Positif,0.9796
Spot asyik buat foto foto dan jalan jalan bareng keluarga dan teman. Untuk harga masih bersahabat, , , , , , , , ,2,Positif,0.9814
"Tempat wisata keluarga yang menawarkan beragam hiburan, ada hewan beraneka ragam serta bisa juga berkuda..dan tersedia spot foto yang menyajikan seperti suasana di luar negeri. Good lah...", , , , , , , , ,2,Positif,0.9831
wisata disini serasa di suasana eropa dengan gedung gedungnya yg khas banget eropanya santorini dan yang lain lainnya.ada wahana berkuda nya juga, , , , , , , , ,2,Positif,0.9607
"Kalau ada waktu kosong boleh juga dateng ke sini. Areanya luas, ada banyak tempat spot foto seperti area santorini. Selain itu ada kebun binatang kecilnya dengan berbagai macam hewan. Cocok buat bepergian bersama keluarga.", , , , , , , , ,2,Positif,0.9763
"Wisata bisa juga untuk outbound. Tempat nya tidak jauh dari jalan Kaliurang Km. 20 ±50meter sudah sampai.
Tiket masuk 20k/orang, tiket bisa ditukar dengan susu. …", , , , , , , , ,2,Positif,0.7889
"Tempat wisata dan edukasi bersama anak dan keluarga, random ketika menuju Kaliurang lihat papan tempat Agrowisata Bhumi Merapi ini gak terbayang apapun ya sebelumnya ternyata ketika kita masuk langsung disuguhi bagian binatang binatang dan …", , , , , , , , ,2,Positif,0.7312
"cocok bgt buat kalian yg suka poto2,,tempatnya inistagramablle ,,,buat anak2 juga ada hewan2lucu", , , , , , , , ,2,Positif,0.9802
"bagus tempatnya, adem, banyak pohon, ada mini zoo buat anak anak. ada kelinci dan bisa kasih makan, ada burung dan bisa diajak foto juga (ada penjaganya juga jd lebih safety), ada ular, burung unta, kucing. tempat spot fotonya juga banyak …", , , , , , , , ,2,Positif,0.9771
"spot foto + tempat wisata keluarga sangat ramah untuk anak kecil karna ada mini zoo nya..
saran kalau kesini sebelum jam 2 siang karna suka kadang kdg hujannn derass hehe …", , , , , , , , ,1,Netral,0.853
"Anak saya senang sekali berkunjung kesini. Banyak aktivitas yg bisa dilakukan seperti memberi makan dan susu ke domba, memberi makan burung merpati , serta berkeliling area mini zoo melihat binatang. …", , , , , , , , ,2,Positif,0.9647
Tempatnya bagusssss bgt buat spot2 foto bareng keluarga. Anak2 pada betah main disini., , , , , , , , ,2,Positif,0.9789
"Tempat ini sangat bagus buat edukasi anak-anak,, mulai dari berinteraksi dengan kelinci, kambing, kura-kura dll. Kalian bisa memberi makan kelinci,, meminumkan dot susu kambing, naik kuda bahkan berfoto-foto cantik di lingkungannya", , , , , , , , ,2,Positif,0.9821
"Harga tiketnya 30rb. Tempat yg lg rame apalagi buat yg suka foto. Kalau kesana harus sabar, soalnya beberapa spot foto harus gantian apalagi kalau hari libur. Ada tempat buat foto sama burung hantu atau musang, bayarnya sukarela. Bisa naik kuda juga atau ngasih makan burung.", , , , , , , , ,2,Positif,0.572
"Tempatnya unik dan menarikk. Cocok untuk keluarga yang punya anak kecill. Disini bisa berinteraksi dengan hewan langsung. Bisa kasih makan, pegang hewan, naik kuda jg bisa …", , , , , , , , ,2,Positif,0.985
"Tempat nya bersih & nyaman, tersedia mushola mini. Spot foto menarik", , , , , , , , ,2,Positif,0.9844
"Bagus bgt ternyata, banyak hewan-hewan cocok untuk edukasi anak-anak. Banyak juga spot foto yg unik", , , , , , , , ,2,Positif,0.9782
"Lokasinya enak bgt, ada bnyak hewan² buat yg bawa anak² pasti suka... tiket masuknya 35 rb.... anak dibatas 2 th dikenakan tiket 1 org", , , , , , , , ,2,Positif,0.9021
"Tempat cukup oke. Anak2 bisa berinteraksi langsung dengan binatang di sana dan ada beberapa kegiatan yang bisa dilakukan selain hanya melihat binatang di kandang. Ada kolam ikan untuk menangkap ikan sepuasnya dengan membayar 5rb, dan kolam …", , , , , , , , ,2,Positif,0.4989
"Tempatnya rindang,cocok buat cucu,anak anak,tua maupun muda.Ada mini zoonya dan area untuk bergaya foto yang luar biasa cakepnya....kapan kapan bakal kesana lagi.", , , , , , , , ,2,Positif,0.983
"Tempat yang nyaman, edukatif, ramah anak. HTM termasuk murah banget seharga 20 ribu, kupon bisa ditukar dengan segelas susu. Lokasinya di belakang kantor desa Hargobinangun Pakem, ada plang di kiri jalan utk masuk area wisata. Kita bisa …", , , , , , , , ,2,Positif,0.9743
"Tempat rekreasi keluarga yang bagus sekali, ada berbagai hewan didalamnya.. anak-anak sangat suka, terutama area bermain kelinci. Tiket masuk bisa ditukar dengan susu kambing gratis di kantin. …", , , , , , , , ,2,Positif,0.9859
"Mau foto2 ala2 di luar negeri bisa banget disini, banyak banget tempat disediakan untuk ber swafoto..tiket cukup murah utk terusan cuma 25.000 per org...bakal betah disini,..seharian kurang deh... paling enak Dr pagi ya...biar ga ngantri buat foto di setiap spotnya..", , , , , , , , ,2,Positif,0.6799
"Tempatnya seru untuk mengajak anak-anak untuk mengenal berbagai binatang, mulai dari kelinci, burung, tupai, monyet, ular dll.
Selain itu kita juga bisa memberikan makan hewan yang ada dengan membeli sayuran …", , , , , , , , ,2,Positif,0.985
Tempat bagus luas ada mini zoo nya ga jauh dari jalan raya tapi kalo masa pandemi kaya gini di cek jadwal buka tutup nya karna hari senin tutup ., , , , , , , , ,1,Netral,0.8651
Tempatnya bagus.. Instagramable.. Puas.. Rekomended nih buat yang suka photo2x. Tapi untuk makanan minuman terlalu mahal.. Ya wajar aja untuk tempat wisata.,Negatif, , , , , , , ,0,Negatif,0.9411
"Bagus , tapi rame bgt, TrUs mau foto bener2 antri jadi gaenak dilihat in banyak orang,
Ditambah lagi dong tempatnya", , , , , , , , ,1,Netral,0.6739
"Walau masih soft opening dah lumayan banyak yg kesini...bagus buat anak2 belajar berternak dan mengenal binatang seperti kelinci, unggas, domba dll...tuk yg suka foto2 ala di luar negri ada spotnya loh...keren banget 😍👌👍 …", , , , , , , , ,2,Positif,0.8605
"29.05.2025 ada area mini zoo,santorini2 ala,pokoknya destinasi2 di yogyakarta smkn bnyk yg unik2,menarik,dan pastinya jogja itu ngangenin.", , , , , , , , ,2,Positif,0.9429
"Tempat wisata yang cocok buat semua kalangan usia karena banyak hewan2, spot foto yang menarik, dan toko yang menjual makanan hingga souvenir di dalamnya", , , , , , , , ,2,Positif,0.9868
"Awalnya random aja cobain kesini waktu liburan keluarga ke jogja. Ternyata sehappy ituuuu.. tempatnya lengkap, ada zoo, bisa berkuda, bisa kasih makan hewan dan banyak spot foto yg instagramable banget. Orangtua happy, anak2 juga happy 😁❤️ …", , , , , , , , ,2,Positif,0.9417
"Akses sangat mudah masuk sedikit dari jalan raya, parkiran luass.
Wahana paling belakang paling bagus untuk foto2", , , , , , , , ,2,Positif,0.9208
"Sy cuma kecewa tukang parkiran mobilnya, krn ngatur parkir mepet2 sama sebelah KiKa mobil hingga pintu sulit buka lebar. Pd dsrnya tdk diksh garis marka parkir mobil yg jls dilahan tsb. …",Negatif, , , , , , , ,0,Negatif,0.978
"Saya berkunjung ke sini pada libur lebaran kemarin. Saat itu saya membayar 35k/orang sebagai tiket masuk wisata. Saya mengantre, namun tidak mengalami antrean yang panjang. …", , , , , , , , ,0,Negatif,0.5017
"1. parkiran lumayan luas
2. kesini hari sabtu tapi tidak begitu ramai
3. banyak spot yg cocok buat foto foto tapi varian binatangnya kurang banyak", , , , , , , , ,0,Negatif,0.6148
"Awalnya sih hanya utk wahana edukasi anak² TK dan SD, banyak macam binatang, tp skg jd nambah spot yg bs dipakai utk foto².. LangLangBuana dan Santorini ala².. Cuzzzz...
Tiket seharga 25rb..", , , , , , , , ,1,Netral,0.5242
Tempat edukasi yang baik mengenal satwa untuk anak. Tiket hanya Rp20ribu plus mendapatkan segelas susu. …, , , , , , , , ,2,Positif,0.983
"Bagus buat spot foto. Tapi jika berkunjung saat liburan agak terganggu saat ambil foto, karna banyak yg mondar mandir dan ngantri foto di spot favorit 😍 …", , , , , , , , ,1,Netral,0.7776
"Bagus buat wisata edukasi anak""
Mungkin masukannya dibuat landmark yg lbh banyak buat spot foto", , , , , , , , ,1,Netral,0.5318
"Tiket masuk 35.000, tidak untuk lansia karena pakai kursi roda susah",Negatif, , , , , , , ,0,Negatif,0.9728
"Bagus tempatnya, ada mini zoo juga, cocok untuk anak dan keluarga bisa foto dan interaksi dengan hewan, dan banyak spot utk foto yg instagramable", , , , , , , , ,2,Positif,0.9851
"Bagus

Untuk hewan ada burung 🐦, ular, kura kura dst …", , , , , , , , ,2,Positif,0.9226
"Tempat parkir luas.
Bersih.
Banyak spot foto menarik. …", , , , , , , , ,2,Positif,0.9857
"Tempat bagus buat spot foto2 cantik. Instagramable. Highlight : Santorini, London.
Buat yg bawa anak jg bisa kasi makan kelinci, merpati dan foto dg burung hantu dan kakak tua.", , , , , , , , ,2,Positif,0.987
"Tempat benar2 bagus, asri, lengkap smua ada dr zoo sampai ke rumah2an, lorong2nya bagus,, super perfect❤❤", , , , , , , , ,2,Positif,0.9495
"The place is delightful. Udaranya sejuk karena ada di kaki gunung Merapi. Buat anak-anak, mereka bisa coba 'animal feeding' rusa, anak kambing, burung dara.
Buat yang hobi foto, langlang buana nya cocok. Bisa foto ala-ala di Santorini.
Buat yang suka reptil, Boa albinonya tenang banget. Jadi diangkat dan diajak foto gak berontak.", , , , , , , , ,2,Positif,0.9695
"SERU BGTTT! ngeliat banyak hewan yang terawat, tiap section hewan juga ada penjaga yang bantu jelasin mengenai hewan hewan itu dgn Sgt ramahh. Suka bgt juga karena ada kucing huhu terus banyak spot foto yang lucu, buat harga makanan …", , , , , , , , ,2,Positif,0.8796
"Tempatnya bagus, harga tiket terjangkau, bersih dan terawat. Banyak sarana mendekatkan anak dg alam dan binatang, anak2 bisa berinteraksi langsung dengan binatang seperti kelinci, musang, kura-lura, ular, kambing. Ada mini playland juga, bisa naik kuda. Sehabis lelah bisa nuker tiket dg susu segar. Patut dicoba", , , , , , , , ,2,Positif,0.9785
"Tempat wisata yang ramah anak. Cocok untuk yang mau foto prewedding, foto ala² luar negri dengan harga tiket Tidak murah tapi cukup terjangkau. Saran datang ke sini jangan saat waktu liburan / tanggal merah akan sulit mendapatkan view foto …", , , , , , , , ,2,Positif,0.8687
"Tempat wisata yg cocok buat anak""..selain bisa mengenal alam & binatang..jg bisa serasa jalan"" di Eropa..Terletak di daerah kaliurang atas Sleman..lereng gunung merapi..Recom bangett tempat..jangan lupa mampir y😁😁 …", , , , , , , , ,2,Positif,0.9732
"Recommended place to visit!
Bawa anak-anak dan keluarga atau pun pasangan sangat oke untuk dicoba. Tempatnya menyenangkan dan banyak spot foto, tempatnya luas, ada restonya juga, kamar …", , , , , , , , ,2,Positif,0.986
"Rekomendasi wisata untuk anak-anak ataupun dewasa dengan tiket masuk 30k. Bisa untuk spot foto yang aesthetic, ada mini zoo nya jadi bisa sambil kasih makan hewan juga.", , , , , , , , ,2,Positif,0.9831
"Tempat liburan dan edukasi anak, tempatnya bersih, tempat parkir luas, ada mushola. Tiket masuk 20k", , , , , , , , ,2,Positif,0.987
"Anak saya suka kesini krn bnyk hewannya, mamanya suka karena bnyk spot foto bagus,,,,", , , , , , , , ,2,Positif,0.9151
"Tempatnya keren ada kebon binatang mini, ada lalang buana seperti di yunani, tiket masuknya 30rb", , , , , , , , ,2,Positif,0.9781
Tempat yang sangat bagus untuk wisata bersama keluarga. Banyak spot spot untuk foto dan juga satwa-satwa yang bisa kita lihat. Namun perlu diperhatikan apabila datang pada siang hari ada baiknya membawa topi atau payung dan juga air minum …, , , , , , , , ,1,Netral,0.5211
"Lokasi mudah ditemukan, parkir luas dan tiket masuk 35 rb per orang. Hmm lebih cocok untuk keluarga dengan anak-anak kecil sih karena fokusnya minizoo sama tempat foto² gitu 😅😅 Suasana cukup teduh yaa masih banyak pepohonan, trus bersih jg …", , , , , , , , ,2,Positif,0.5139
"Wisata seru...banyak spot foto kekinian,ada hewan"" lucu.kayak burung Macau,beo,Nuri,owl.binturong,rusa,burung unta,B2,dll banyak deh.toilet juga bersih dan banyak.areanya banyak yg adem", , , , , , , , ,2,Positif,0.9766
"Agrowisata Bhumi Mrtapi adalah menu wisata berbeda yang disajikan di Kota Yogyakarta. Di tempat ini, kita bisa berinteraksi dengan berbagai macam satwa. Selain itu, kita juga bisa berfoto ria di berbagai spot foto ala di Santorini.", , , , , , , , ,2,Positif,0.9737
"saya ke wisata ini tgl 31 desember 2023
tiket masuk idr 35rb/orang
parkir travel idr 10rb …", , , , , , , , ,1,Netral,0.6409
"cakep bangeeeet
jalan dikit cekrek, noleh bentar cekrek, liat belakang cekrek, pokonya spot foto dimana ajaaaaaa …", , , , , , , , ,1,Netral,0.6241
"Hujan bun pas kesini.. Sedih deh banyak spot yg masih pengen di dokumentasikan. Berhubung udah lepek, dan sore jd mau ga mau Explore seadanya 😭😭😭
Oia disini paket komplit sihh, spot foto dapet, wisata edukasi hewan juga dapet, …", , , , , , , , ,1,Netral,0.8717
"Tempat cukup luas dan ada beberapa konsep wisata. Ada hewan"", ada spot untuk foto"", dan ada spot untuk sekedar menikmati pemandangan. Di dalam juga ada restonya juga, jadi kalau lapar bisa langsung pesan makanan. G tau kalau diluar ada …", , , , , , , , ,1,Netral,0.8799
Suka bangettt buat photoshoot.. tempatnya masih kinyis kinyis seger gituuu.. HTM 20rb di gate pertama.. pas mau ke lalangbuana HTM lagi 20rb.. tapi puasss bangett buat putu putuuuuu, , , , , , , , ,1,Netral,0.8967
"Pertama liat tempat ini dari instagram. Tapi baru tau namanya hasil dari googling. Pilih pilih, cus, akhirnya diputuskan main ke tempat ini. Ga begitu jauh ya, dari pusat kota Jogja. Tapi ga yg sedeket itu juga. Ke sana pas weekday, jadi …", , , , , , , , ,1,Netral,0.7494
"Tempatnya adem banget karena di kaki Gunung Merapi, dan isinya lengkap, mulai dari mini zoo lucu, wisata edukasi pertanian, sampai area ala2 Eropa yang super Instagramable. Di mini zoo, bisa interaksi langsung sama hewan2 gemes kayak …", , , , , , , , ,2,Positif,0.9827
"Akses masuk sangat jelas dari jalan Kaliurang. Parkir teduh dan sangat luas, bahkan muat bis besar. Mobil bayar 10K.
Masuk beli tiket 35k, Sayangnya ga bisa bayar pake QRIS, padahal 2024 lho.. …", , , , , , , , ,1,Netral,0.6056
"Dari dulu penasaran banget buat hunting foto disini, karena konsepnya bener bener unik. Santorininya jogja😁
Owh ya, tiket masuknya 30k. …", , , , , , , , ,1,Netral,0.8651
"Gak pernah bosen sama tempat ini ..
Mini zoo... cocok buat anak2 yang masih kecil.
bisa pegang2 kelinci .ular.kura2.naik kuda  . Ngasih minum pake dot kambing
Dulu pernah dapet minuman susu sapi gratis ..tp stlh diperbaharui tdk lg", , , , , , , , ,1,Netral,0.7307
"Wah bener bener ketagihan kesini, sudah 2x ini ke tempat wisata bhumi merapi. Cocok untuk keluarga khususnya yg punya anak kecil pasti seneng, bisa berinteraksi langsung dg hewan hewan.. Htm 30.000/org. Untuk anak di bawah 2 th gratis.", , , , , , , , ,2,Positif,0.883
"- tikett masuk mahall @20rb per orang
- kasie minum kambing bayar lagi
- naik kuda bayarr lagi …",Negatif, , , , , , , ,0,Negatif,0.9646
"Akses mudah
Parkir mobil 10K
Parkir motor 3K …", , , , , , , , ,2,Positif,0.9725
"Tempat foto²nya ada di ujung belakang. Cukup luas, menarik, & gratis. Disediakan macam² latar di sini. Better dateng bukan pas weekend kalo mau foto² dgn lebih nyaman. Ada kebun binatang mini jg (masih dibenahi).", , , , , , , , ,1,Netral,0.7529
"Baru pertama kali kesini walaupun rumahku deket sini. Overall tempatnya luas, ada minizoo, arena bermain anak, dan spot foto. Untuk tiket masuk 30k, anak2 usia 2 tahun ke atas juga diitung harga 30k. Kalo bisa anak2 dikasih ½ harga aja, …", , , , , , , , ,1,Netral,0.6661
"Tempatnya luas,bersih,adem, banyak spot foto, restonya nyaman dan makananya enak sesuai harga ,cocok untuk libur keluarga 👍💕 …", , , , , , , , ,2,Positif,0.9853
"Tempat nya ciamik... Bisa untuk edukasi anak tentang binatang merawat tanaman dan bisa sekalian piknik. Ada bbrp paket yg bisa diambil untuk rombongan, outbond, gathering atau fieldtrip, atau mau datang langsung sekeluarga, sama teman atau …", , , , , , , , ,2,Positif,0.9663
"Makin bagus sekarang . Kandang kandang juga bersih, dan penjaga satwa sangat komunikatif dan ramah menjelaskan ttg satwa ke anak-anak .  Cuma kalo ditambahin pohon-pohon di bagian arena berkuda dan area rumah hobit biar lebih sejuk.  Udah …", , , , , , , , ,2,Positif,0.747
untuk tiket masuk agak kemahalan ya krn tiket ga bs dituker sama minuman. tp melihat isi nya ada zoo juga kayaknya gapapa deh hitung2 bantu kelola zoo . paling banyak orang2 dateng ke spot santorini. agak rame di spot santorini buat ambil foto dan sedikit antri .,Negatif, , , , , , , ,0,Negatif,0.9606
"Banyak banget spot fotonya
HTM masuk 35k/orang
Untuk keluarga sangat cocok karna banyak hewannya juga", , , , , , , , ,2,Positif,0.9724
"bisa jadi pilihan tempat wisata ramah lingkungan dan ramah anak, biaya masuk 20k per orang, di dalam bisa interaksi langsung dengan hewan2 seperti kelinci, menangkap ikan, memberi susu ke domba, menunggang kuda dll. sangat recommended terutama utk anak kecil", , , , , , , , ,2,Positif,0.9804
"Tempatnya menarik banyak hewan lucu dari kelinci, domba juga plus ada reptile juga. Bisa kasih makan rusa. …", , , , , , , , ,2,Positif,0.9836
"Buat yang suka foto2 dan Selfi ala2 berlibur ke eropa...tempat ini sangat cocok, ada spot Santorini..
Disini juga wahana yang cocok untuk aktifitas bersama balita dan anak-anak …", , , , , , , , ,2,Positif,0.9848
Salah satu tempat wisata yang letaknya agak jauh dari pusat kota yogyakarta. Tempatnya luas dan memiliki banyak area yaitu area mini zoo yang memiliki banyak macam hewan. Terdapat area miniatur beberapa tempat yang bagus untuk berfoto- foto yang luas, , , , , , , , ,2,Positif,0.9516
"Bagus, sayangnya waktu kesana ujan lumayan deres jd gabisa explore semua tempat 😭 …", , , , , , , , ,0,Negatif,0.8802
"Sebelum masuk di tempat pembelian tiket, ada petugas yang mengarahkan untuk mencuci tangan terlebih dahulu, lalu di cek suhu tubuh, dan wajib memakai masker.
Lokasi nya mudah ditemukan, tidak terlalu jauh dari jalan besar. Akses jalan nya …", , , , , , , , ,1,Netral,0.5713
Tempat overall bagus cuma sayang aja tiketnya overprice si buat saya. Menimbang jarak dan spot yang di tawarkan si so so aja si. Cuma kerasanya kurang worth aja dengan tiket segitu. Mungkin ini yang bikin agak sepi✌🏽 …,Negatif, , , , , , , ,0,Negatif,0.9766
"tempatnya bersih gak ada sampah berserakan, cuma kenapa tiket masuknya segala di potong bagian atasnya?", , , , , , , , ,0,Negatif,0.8588
"Tempatnya instagramable banget, harga tiket masuknya juga terjangkau buat tempat sebagus ini sih. Banyak tempat yang bagus buat dijadikan feed di ig. 😂 …", , , , , , , , ,2,Positif,0.9664
"Plusnya :
Tempat mudah dijangkau, bersih, luas
Wisata untuk anak², dewasa maupun orgtua, bisa lihat aneka hewan, ada reptil …", , , , , , , , ,2,Positif,0.9824
"Tempatnya lumayan bagus, ada mini zoo nya juga. Toilet bersih dan ramah difabel kursi roda. Minus di parkirnya terlalu mahal (10ribu). Di sisi lain unta nya seperti kurang terawat karena bulunya pada rontok.",Negatif, , , , , , , ,0,Negatif,0.9803
"Salah satu tempat wisata baru di yogyakarta, yang berada di arah gunung merapi tepatnya di Jalan Kaliurang KM 20.
Jika ditempuh dari arah malioboro, estimasi membutuhkan waktu 30-40 menit …", , , , , , , , ,2,Positif,0.9077
"Wisata alternatif di kaki merapi..beragam sudut memanjakan pengunjung ..
Ada satwa....susur bangunan layaknya di kota lama...ada resto nya....parkir luas .ramah anak... …", , , , , , , , ,2,Positif,0.9834
"Ke sini khusus mau foto2 di tmpt yg mirip2 santorini ituu. Baguusss, lumayan lah kalo blom bisa kesampean ke tmpt aslinya 😂 tmptnya outdoor dan ga beratap, jadi lebih berasa real. Selain dari santorini, bisa liat2 binatang2 kaya ular, kura2, dll, cocok buat yg mau bawa anak kecil. …", , , , , , , , ,2,Positif,0.9169
Menarik untuk ngajak anak belajar & bermain...... Melatih anak untuk berani berinteraksi dengan hewan …, , , , , , , , ,2,Positif,0.9712
Tempat binatangnya terlihat seperti tidak terawat. Apalagi bagian kucing sangat bau. Lantainya juga kotor. Dan kucing kucingnya terlihat kurus. Beberapa binatang terlihat canting terutama burung …,Negatif, , , , , , , ,0,Negatif,0.9518
"Lumayan bagus untuk anak"" , tapi sudah bayar tiket masuk . Sayang nya Untuk spot foto masih harus bayar lagi .. cocok untuk berwisata keluarga bersama anak""..",Negatif, , , , , , , ,0,Negatif,0.9615
"Alhamdulillah pada seneng, buat poto² jg asik.
Pastikan main pas terang supaya puas.
Ada ice cream yg anak² pasti suka.
Restonya juga nyaman suasananya", , , , , , , , ,2,Positif,0.6618
"Tempatnya luas, ada mini zoo, spot foto keren gaya Eropa, Santorini dengan pemandangan alam yg indah, sayangnya waktu kesana sudah sore hampir mau tutup, jd ga banyak foto dan sepi.", , , , , , , , ,1,Netral,0.7889
"~ Review Agro Wisata Bhumi Merapi, Sleman~

Tempatnya luas. Ada area mini zoo di bagian depan stlh pintu masuk pembelian …", , , , , , , , ,2,Positif,0.944
"Hanya 100meter dr jln kaliurang, opsi kedua jika mau ke kebun binatang setelah gembiroloka,walaupun binatangnya tdk selengkap gembiroloka tp sdh sangat menarik untuk anak2,konsep yg berbeda ditawarkan lebih lengkap dengan adanya bangunan2 …", , , , , , , , ,1,Netral,0.5593
Untuk ke  tiga kali ke sini .. selalu ad perubahan minusnya tidak bisa Qris /debit untungnya pas bawa cash..,Negatif, , , , , , , ,0,Negatif,0.9782
Wah.. Ini mini Zoo yang cocok untuk pendidikan anak usia dini 🤗 parkiran luas dan bersih. …, , , , , , , , ,2,Positif,0.753
"tempat yang sangat oke untuk bersantai dengan keluarga, terutama memberikan pembelajaran kepada anak tentang hewan2 (kambing, domba, kelinci, kuda dll) dan tentang tanaman2 yang sangat cantik. sangat cocok untuk field trip ataupun outbond …", , , , , , , , ,2,Positif,0.9822
"Kesini kala pandemi jadi suasananya sepi, tapi kita malah seneng karena bisa bebas dari kerumunan. Petugas juga menerapkan protokol & ada tempat cuci tangan dimana mana. Anak2 hepi bisa kasih makan kelinci & kambing. Spot foto juga cantik.", , , , , , , , ,2,Positif,0.9056
"Bayar tiketnya musti cash ya, @30 000 per orang.

Cocok bawa keluarga bisa mengenal flora dan fauna, kalo kamu demen foto foto ya …",Negatif, , , , , , , ,0,Negatif,0.8466
"Bagus dan banyak yg berkunjung.
selain bisa buata anak anak bisa juga untuk orang dewasa.
ada kebun binatangnya dan ada tempat wisata keliling ke luar negeri. …", , , , , , , , ,2,Positif,0.9709
"Mini zoo. Walaupun nggk terlalu banyak, beberapa hewan kecil aja. Tp yg paling jadi daya tarik itu ada tempat buat foto bangunan buatannya.", , , , , , , , ,0,Negatif,0.866
"Tempat wisata yang menarik untuk dikunjungi, ada banyak spot foto yang Instagramable dan pastinya cocok untuk anak-anak juga yang ingin berlibur sambil bermain dan belajar. Ada beberapa koleksi hewan seperti ular, kelinci, domba, dan juga bisa berkeliling menaiki kuda.", , , , , , , , ,2,Positif,0.9863
"Tempat ini bagus untuk liburan keluarga, dan wisata edukasi.
Pengalaman berinteraksi langsung dengan hewan menjadi nilai plus (+) tempat ini. …", , , , , , , , ,2,Positif,0.9822
"HTM tidak tahu. Akses sangat mudah karena berada dekat jl kaliurang. Sangat cocok utk mengajak anak ke sini karena ada mini zoo nya. Hewannya ada kelinci, kambing, burung, ular, kura². Utk yg dewasa ada bgn spot foto yg unik seperti di luar negeri (free). Ada mushola (kecil).", , , , , , , , ,2,Positif,0.8964
"Agro Tourism Bhumi Merapi adalah tempat wisata baru yang ada di area Gunung Merapi.
Harga tiket masuk seingat saya 25K/ orang. Anak usia 2 tahun ke atas sudah …", , , , , , , , ,2,Positif,0.8943
"Cocok untuk anak-anak, tiket bisa ditukar dengan susu segar. Fasilitas lengkap, petugasnya sangat ramah dan menjelaskan tentang setiap hewan dengan baik serta penuh wawasan. Lokasi cukup strategis utk ditempuh. Mantap.", , , , , , , , ,2,Positif,0.9578
"Tempatnya keren, meskipun waktu dibagian kandang burung unta terdapat bau tidak sedap dari kotorannya. Kalau bisa kandang burung untanya diberi pembatas, karena saya rasa anak-anak bisa saja masuk kedalamnya atau burung unta melukai pengunjung karena tidak ada penghalang",Negatif, , , , , , , ,0,Negatif,0.9753
Agro wisata bhumi merapi adalah salah satu destinasi wisata di jogja yang ramah anak dan cocok untuk orang dewasa. …, , , , , , , , ,2,Positif,0.981
"Wisata alami, terbagi menjadi beberapa spot. Beberapa satwa bisa dinikmati, berfoto bersama burung hantu, area kelinci, rusa , rumah Hobit juga area Langlang Buana spot berrfoto ala Santorini 👌 …", , , , , , , , ,2,Positif,0.9818
"Bhumi merapi cocok utk acara rekreasi keluarga. Datang pas weekdays spy tidak terlalu crowded. Tiket 30k. Lokasi bersih, tertata rapi, kamar mandi juga OK. Banyak spot foto yg menarik, cocok buat yg suka foto2. Area Santorini dan Lang Lang Buana banyak spot foto yg menarik. Harus bergantian utk fotonya.", , , , , , , , ,2,Positif,0.9811
"Cocok untuk rekreasi keluarga disini ada spot foto, binatangnya juga banyak, petugasnya ramah2, anak2 juga sekalian belajar", , , , , , , , ,2,Positif,0.9849
"Tempat wisata anak, remaja dan dewasa kesini hanya untuk foto-foto. Untuk langlang buana, wahana barunya masih terlalu kecil sih, masih minim spot fotonyaa apalagi banyak pengunjung. Mushola untuk level ""tempat rekreasi"" juga masih belum memadai.", , , , , , , , ,0,Negatif,0.8445
"Tempat wisata untuk foto foto. Banyak obyek foto mulai dari fauna (kuda, ular, komodo dll) dan model bangunan unik. ada juga makanan kecil/Snack dan minuman.", , , , , , , , ,2,Positif,0.9851
"Tiket masuk 20rb/orng untuk tiket parkir 3rb
Kasih makan kelinci 2500 kasih susu kambinh 5000....suasanany tidak terlalu rame jdi asyik... Dr luar kelihatan kecil ternyata setelah berkeliling lumayan juga …", , , , , , , , ,1,Netral,0.8534
"Cocok untuk menemani liburan anak2. Tiket dapat ditukarkan dengan susu. Tempat luas, hawa Kaliurang yang sejuk juga membuat nyaman", , , , , , , , ,2,Positif,0.9833
"Untuk keluarga yang mau liburan hemat bisa kunjungi tempat ini karna htm nya cukup terjangkau yaitu dengan 25ribu bisa masuk ketempat ini. Didalamnya banyak berbagai edukasi mengenai hewan-hewan seperti luwak, musang, reptil, dan lain-lain. …", , , , , , , , ,2,Positif,0.9587
"Wisata nya lumayan rapi, parkir luas, pelayanan sangat baik, hewan peliharaannya dak terlalu ramai (lumayan untuk anak-anak mengenal hewan). Hanya saran, kasian kucingnya yang dikamdang karena kandangnya agak kecil...",Negatif, , , , , , , ,0,Negatif,0.9653
"HTM weekday 30.000
Tempat Hewan2 nya kurang terawat usang gitu
Spot foto nya aja keren keren …",Negatif, , , , , , , ,0,Negatif,0.9737
"saat cocok untuk wisata keluarga ...ada berbagai macam fauna seperti kelinci,burung,kucing Ras,macam macam musang dll...mempunyai sejumlah spot foto yang pastinya instragamable banget..", , , , , , , , ,2,Positif,0.9843
"Tempat wisata yg cocok untuk keluarga, untuk anak2 ada mini zoo nya, bisa lihat domba, kambing, kelinci, rusa, bebek, dll. Untuk anak remaja ada langlang buana yg bagus banget untuk foto2 Instagramable, banyak spot foto yg bagus, seperti …", , , , , , , , ,2,Positif,0.9876
"Suasananya nyaman, ada minizoo, dengan harga tiket terjangkau (cuma harus uang tunai).", , , , , , , , ,2,Positif,0.9261
