text,label_indobert,confidence,label_llm_final,alasan_llm,raw_llm_output
Lumayan bagus untuk pengenalan hewan buat anak anak. Ada spot foto juga.tiket masuknya 25k. Kalau mau naik kuda nanti bayar lagi tiketnya 20k utk satu putaran.,netral,0.9428,positif,Karena teks tersebut mengandung kata-kata positif seperti 'Lumayan bagus' yang menunjukkan kesan baik terhadap lokasi tersebut.,"{
  ""label_final"": ""positif"",
  ""alasan"": ""Karena teks tersebut mengandung kata-kata positif seperti 'Lumayan bagus' yang menunjukkan kesan baik terhadap lokasi tersebut.""
}"
"Tempatnya bagus banyak spot foto saya datang hari sabtu tapi jam 4 sore sepi tidak antri saat masuk dan di lokasi juga tidak terlalu ramai, banyak hewan hewanyaa tempatnya bersih bagus ✨",positif,0.9868,positif,"Teks menggunakan kata-kata positif seperti 'bagus', 'tidak terlalu ramai', 'bersih', dan 'banyak spot foto' yang menunjukkan kesan kesenangan dan kepuasan pengunjung.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks menggunakan kata-kata positif seperti 'bagus', 'tidak terlalu ramai', 'bersih', dan 'banyak spot foto' yang menunjukkan kesan kesenangan dan kepuasan pengunjung.""
}"
"Kalo ke jogja dan sedang di area kaliurang bisa coba ke fun farming bumi merapi . Tempatnya walau gak besar tp nyaman . Anak2 pasti suka . Ada bbrp macam hewan , bisa naek kuda , kasi susu domba / main sama kelinci . Letaknya ga terlalu …",positif,0.5604,positif,"Deskripsi tentang tempat wisata fun farming Bumi Merapi di Kaliurang, Yogyakarta berfokus pada hal-hal positif seperti nyaman, disukai anak-anak, serta kegiatan yang menyenangkan seperti bermain dengan hewan. Hal ini menunjukkan bahwa penulis memiliki pendapat positif tentang tempat wisata tersebut.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Deskripsi tentang tempat wisata fun farming Bumi Merapi di Kaliurang, Yogyakarta berfokus pada hal-hal positif seperti nyaman, disukai anak-anak, serta kegiatan yang menyenangkan seperti bermain dengan hewan. Hal ini menunjukkan bahwa penulis memiliki pendapat positif tentang tempat wisata tersebut.""
}"
"Tiket masuk 30rb tempatnya bersih,banyak spot foto bagus2 ada hewan2nya jg..",positif,0.9877,positif,"Pujian yang disampaikan tentang kebersihan dan banyaknya spot foto bagus, serta adanya hewan menunjukkan kesan positif","{
  ""label_final"": ""positif"",
  ""alasan"": ""Pujian yang disampaikan tentang kebersihan dan banyaknya spot foto bagus, serta adanya hewan menunjukkan kesan positif""
}"
"Menurutku ini untuk wisata anaknya lumayan sih ya cuma kaya kurang hidup ya gak sih? atau mungkin belom terbangun semua yaa…ada hewan2 yang bisa diliat dan menarik untuk bocil2 tapi agak kaya kurang gress gmn gitu mnrtku, ada playground2 …",negatif,0.974,positif,"Penulis menggunakan kata-kata yang bermakna positif seperti 'lumayan sih', 'menarik untuk bocil2', menggambarkan tempat wisata tersebut memiliki kelebihan yang dapat dinikmati oleh anak-anak.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Penulis menggunakan kata-kata yang bermakna positif seperti 'lumayan sih', 'menarik untuk bocil2', menggambarkan tempat wisata tersebut memiliki kelebihan yang dapat dinikmati oleh anak-anak.""
}"
"Bagus dan bersih.
Saran saya datengnya sebelum jam 9, biar begitu buka bisa langsung masuk. Karena kalo siang panas banget. Atau sore sekalian sekitar jam 15 sampai tutup.
Banyak spot foto Instagramable.",netral,0.9758,positif,"Teks mengandung kata-kata positif seperti 'Bagus dan bersih' dan 'Instagramable', serta saran yang membantu (datang sebelum jam 9 atau sore) yang menunjukkan penulis mempunyai pengalaman baik dengan lokasi tersebut","{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks mengandung kata-kata positif seperti 'Bagus dan bersih' dan 'Instagramable', serta saran yang membantu (datang sebelum jam 9 atau sore) yang menunjukkan penulis mempunyai pengalaman baik dengan lokasi tersebut""
}"
"Konsepnya seperti mini zoo, dilengakapi spot photo dengan background destinasi  wisata terkenal dunia, cocok dikunjungi bersama keluarga.. tersedia jg beberapa resto dan coffeeshop dengan menu cukup bervariasi, suasana nyaman, very recommended 👍👍 …",positif,0.9807,positif,"Teks tersebut menggunakan kata-kata yang berbobot positif seperti 'cocok', 'tersedia', 'suasana nyaman', dan 'very recommended', serta menggunakan emote wajah senang (👍👍). Ini menunjukkan bahwa teks tersebut memiliki sentimen positif.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks tersebut menggunakan kata-kata yang berbobot positif seperti 'cocok', 'tersedia', 'suasana nyaman', dan 'very recommended', serta menggunakan emote wajah senang (👍👍). Ini menunjukkan bahwa teks tersebut memiliki sentimen positif.""
}"
"lebih ke hiburan anak2 sih, banyak hewan2, tp ada tempat yg pas buat orang dewasa dibagian ala2 santorini, klo bisa datengnya jgn siang2 bgt dan kebetulan belom rame sama orang2",netral,0.9144,positif,"Karena teks mengungkapkan saran positif untuk mengunjungi tempat tersebut, seperti menghindari kesepian di siang hari dan mengatakan bahwa tempat itu 'pas buat orang dewasa'.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Karena teks mengungkapkan saran positif untuk mengunjungi tempat tersebut, seperti menghindari kesepian di siang hari dan mengatakan bahwa tempat itu 'pas buat orang dewasa'.""
}"
Tempat cuci tangan tersedia banyak. Lokasinya juga sejuk. HTM : 30k / orang. Cuma agak kesian sm hewan2nya kayak kelaperan gitu. Aquarium kurang terawat.,negatif,0.994,netral,"Kritik tentang kondisi aquarium dan kesejahteraan hewan, tetapi ulasan tentang lokasi dan harga yang baik, membuat label netral","{
  ""label_final"": ""netral"",
  ""alasan"": ""Kritik tentang kondisi aquarium dan kesejahteraan hewan, tetapi ulasan tentang lokasi dan harga yang baik, membuat label netral""
}"
"Temptnya cukup rame buat anak2 dan org dewasa, tiket masuk 35/orang. Kalo siang ckup pnas. Harga makanan mengikuti harga di tempat wisata",netral,0.9709,positif,"Teks tersebut berisi pengakuan terhadap kelebihan tempat wisata tersebut, seperti 'Temptnya cukup rame' dan 'Cukup penuh siang', serta harga tiket masuk yang relatfif terjangkau. Penggunaan kata 'Cukup penuh' dan 'harga mengikuti harga di tempat wisata' juga mengurangi kemungkinan kebiasaan yang sangat positif.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks tersebut berisi pengakuan terhadap kelebihan tempat wisata tersebut, seperti 'Temptnya cukup rame' dan 'Cukup penuh siang', serta harga tiket masuk yang relatfif terjangkau. Penggunaan kata 'Cukup penuh' dan 'harga mengikuti harga di tempat wisata' juga mengurangi kemungkinan kebiasaan yang sangat positif.""
}"
"Tidak terlalu luas, suasana sepi, tdk ada musik. Pembayaran hanya bisa cash. Seharusnya bisa cashless jg.
Setau saya mushola kecil hanya ada 1 di pojok.",negatif,0.9911,netral,"Teks tersebut lebih berfokus pada kritik dan saran mengenai fasilitas mushola daripada memberikan opini negatif secara tegas. Kritik seperti tidak terlalu luas, tidak ada musik, dan pembayaran hanya bisa cash menunjukkan bahwa penulis memiliki harapan untuk perbaikan, bukan sekadar merasa tidak puas.","{
  ""label_final"": ""netral"",
  ""alasan"": ""Teks tersebut lebih berfokus pada kritik dan saran mengenai fasilitas mushola daripada memberikan opini negatif secara tegas. Kritik seperti tidak terlalu luas, tidak ada musik, dan pembayaran hanya bisa cash menunjukkan bahwa penulis memiliki harapan untuk perbaikan, bukan sekadar merasa tidak puas.""
}"
"Ini foto teman saya kesini setelah hujan. Spot foto menarik, instagrammable, menggambarkan miniatur konstruksi negara lain. HTM dikenakan 30k, syarat masuk scan barcode vaksin dari peduli lindungi. Saat itu weekend pengunjung ramai. Disana ada peternakan juga",positif,0.8699,positif,"Penulisnya mengungkapkan foto teman mereka di tempat yang menarik, serta menuliskan tentang fasilitas dan keunikan tempat tersebut, seperti miniatur konstruksi negara lain dan peternakan. Hal ini mengindikasikan bahwa penulisnya memiliki pengalaman yang menyenangkan dan positif saat mengunjungi tempat tersebut.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Penulisnya mengungkapkan foto teman mereka di tempat yang menarik, serta menuliskan tentang fasilitas dan keunikan tempat tersebut, seperti miniatur konstruksi negara lain dan peternakan. Hal ini mengindikasikan bahwa penulisnya memiliki pengalaman yang menyenangkan dan positif saat mengunjungi tempat tersebut.""
}"
"Recommended. Bayar htm 30k aja udh bs gratis semua spot foto yg instagramable. Cocok jg buat yg ajak anak2 krn ada satwa2nya. Bisa dpt dua deh, wisata anak oke, dewasa oke. Akses jalannya juga bagus, tdk yg naik turun gunung. Tp emg ga ada view nya gunung merapi",negatif,0.98,positif,"Teks mengandung kata-kata sifat positif seperti ""cocok"", ""oke"", dan ""gratis"", serta deskripsi yang menggambarkan kelebihan kunjungan wisata ini.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks mengandung kata-kata sifat positif seperti \""cocok\"", \""oke\"", dan \""gratis\"", serta deskripsi yang menggambarkan kelebihan kunjungan wisata ini.""
}"
"Sebetulnya agak janggal dan ganjal sama mini zoonya karena aku memang gak suka dengan konsep zoo yang dibuat tanpa persiapan proper apalagi kandangnya kecil. Im just simply don't like and against it. Tapi selain itu, tempatnya bagus, …",negatif,0.9804,positif,"Penulis mengatakan bahwa tempatnya bagus, tidak ada penilaian yang sangat negatif tentang lokasi","{
  ""label_final"": ""positif"",
  ""alasan"": ""Penulis mengatakan bahwa tempatnya bagus, tidak ada penilaian yang sangat negatif tentang lokasi""
}"
Tempat yg cocok buat mengexplore skaligis kasih edukasi buat anak² kita untuk lebih mengenal alam dan berbagai jenis binatang walau ini like a mini zoo.,positif,0.9263,positif,"Teks tersebut menggunakan kata-kata positif seperti 'cukup', 'kasih', dan 'mengenal alam', yang menunjukkan keinginan untuk memberikan edukasi dan menumbuhkan kesadaran anak-anak terhadap alam.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks tersebut menggunakan kata-kata positif seperti 'cukup', 'kasih', dan 'mengenal alam', yang menunjukkan keinginan untuk memberikan edukasi dan menumbuhkan kesadaran anak-anak terhadap alam.""
}"
"Jalan menuju lokasi sudah cukup bagus, engga terlalu sempit juga. Cuma penunjuk arah menuju lokasi sepanjang perjalanan yang agak kurang, harusnya bisa ditambah agar memudahkan para pelancong. Apalagi yang dari luar Jogja. Fasilitas umum …",netral,0.4973,positif,"Teks tersebut mengungkapkan beberapa saran dan kritik konstruktif yang bersifat menguntungkan (seperti penunjuk arah yang dapat diperbaiki), sehingga memberikan kesan positif.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks tersebut mengungkapkan beberapa saran dan kritik konstruktif yang bersifat menguntungkan (seperti penunjuk arah yang dapat diperbaiki), sehingga memberikan kesan positif.""
}"
"Tempatnya bersih, banyak tempat sampah di sudut2 taman, ada handsoap di tempat pencucian tangan, orangnya ramah2, jalanannya ramah kursi roda",positif,0.9916,positif,"Deskripsi tempat yang bersih, ramahnya orang, dan ketersediaan fasilitas seperti handsoap dan taman ramah dengan kursi roda menunjukkan kesan positif terhadap lokasi tersebut.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Deskripsi tempat yang bersih, ramahnya orang, dan ketersediaan fasilitas seperti handsoap dan taman ramah dengan kursi roda menunjukkan kesan positif terhadap lokasi tersebut.""
}"
"Tempat selfie dengan background bangunan2 ala santorini, alpen house. Disediakan juga persewaan kostum agar fotonya lebih maksimal sesuai tema yg diusung. Tiket masuknya 20rb yg bisa ditukar dgn fresh milk",positif,0.9815,positif,"Teks tersebut deskripsikan tempat wisata yang unik dan menyediakan fasilitas tambahan seperti persewaan kostum, sehingga meningkatkan pengalaman wisata. Tiket masuknya relatif terjangkau dan dapat ditukar dengan fresh milk, sehingga memungkinkan pengunjung untuk menghemat biaya dan mendapatkan keuntungan tambahan.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks tersebut deskripsikan tempat wisata yang unik dan menyediakan fasilitas tambahan seperti persewaan kostum, sehingga meningkatkan pengalaman wisata. Tiket masuknya relatif terjangkau dan dapat ditukar dengan fresh milk, sehingga memungkinkan pengunjung untuk menghemat biaya dan mendapatkan keuntungan tambahan.""
}"
"sangat instagramable, cocok untuk wisata keluarga, krn banyak hewan2 dan bisa diajak foto bersama.",positif,0.9888,positif,"Teks mengandung kata-kata seperti 'sangat instagramable', 'cocok untuk wisata keluarga', dan 'bisa diajak foto bersama', yang menunjukkan kesan positif dan menyenangkan.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks mengandung kata-kata seperti 'sangat instagramable', 'cocok untuk wisata keluarga', dan 'bisa diajak foto bersama', yang menunjukkan kesan positif dan menyenangkan.""
}"
"Baguss, ada hewan2 nya ada ular juga, kita bisa foto2 kaya diluar negeri.",positif,0.8618,netral,"Teks tersebut mengandung kalimat yang bermakna positif seperti 'Baguss' dan 'kaya diluar negeri', tetapi juga ada kalimat yang bermakna negatif seperti 'ada ular juga'. Karena tidak semua kalimat memiliki makna positif, maka labelnya adalah netral.","{
  ""label_final"": ""netral"",
  ""alasan"": ""Teks tersebut mengandung kalimat yang bermakna positif seperti 'Baguss' dan 'kaya diluar negeri', tetapi juga ada kalimat yang bermakna negatif seperti 'ada ular juga'. Karena tidak semua kalimat memiliki makna positif, maka labelnya adalah netral.""
}"
"Agro wisata bhumi merapi bagussss banget. Saya dateng pas banget sepi karna abis hujan. Koleksi binatangnya banyak, spot fotonya banyak dan bagus bagus bgt, fasilitas lengkap, bisa kasih makan hewan juga. Tempatnya lumayan luas, parkirannya …",positif,0.9791,positif,"Teks mengandung kata-kata seperti 'bagussss banget', 'banyak', 'fasilitas lengkap', dan 'lumayan luas', yang menunjukkan kesan positif terhadap agro wisata Bhumi Merapi. ","{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks mengandung kata-kata seperti 'bagussss banget', 'banyak', 'fasilitas lengkap', dan 'lumayan luas', yang menunjukkan kesan positif terhadap agro wisata Bhumi Merapi. ""
}"
Salah satu alternatif tempat wisata keluarga di Kaki Merapi. Tempatnya berhawa sejuk dan sangat luas. Anak-anak pasti akan suka. …,positif,0.9911,positif,"Teks mengandung kata-kata seperti 'Salah satu alternatif tempat wisata keluarga', 'berhawa sejuk', 'sangat luas', dan 'Anak-anak pasti akan suka' yang menunjukkan kesan positif tentang tempat wisata tersebut.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks mengandung kata-kata seperti 'Salah satu alternatif tempat wisata keluarga', 'berhawa sejuk', 'sangat luas', dan 'Anak-anak pasti akan suka' yang menunjukkan kesan positif tentang tempat wisata tersebut.""
}"
"Wisata edukasi yang menarik buat anak-anak. Di sini anak-anak bisa bermain dengan kelinci, kura-kura, juga memberi minum kambing menggunakan dot. Ada rumah hobbit juga untuk berfoto. Fasilitasnya terbilang lengkap. Ada warung, mushola, dan …",positif,0.9904,positif,"Teks tersebut menggambarkan suatu tempat sebagai wisata edukasi yang menarik dan memiliki fasilitas lengkap, serta tidak ada deskripsi negatif atau kritik tentang tempat tersebut.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks tersebut menggambarkan suatu tempat sebagai wisata edukasi yang menarik dan memiliki fasilitas lengkap, serta tidak ada deskripsi negatif atau kritik tentang tempat tersebut.""
}"
Tempatnya adem banyak pepohonan. Ada banyak hewan-hewan kecil yang disukai anak-anak seperti berbagai jenis varian kelinci. Yang paling favorit banyak dikunjungi wisatawan adalah ular Piton dan burung Kakatua karena menarik untuk difoto. Walaupun hari libur nasional namun antrian masuk tidak begitu panjang.,positif,0.9828,positif,"Deskripsi tentang tempat wisata yang nyaman, banyak hewan yang disukai anak-anak, dan antrian tidak begitu panjang, menunjukkan kesan yang positif tentang tempat tersebut.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Deskripsi tentang tempat wisata yang nyaman, banyak hewan yang disukai anak-anak, dan antrian tidak begitu panjang, menunjukkan kesan yang positif tentang tempat tersebut.""
}"
Tempat nya oke banget...selain spot foto2 nya yg menarik.....juga ada binatang2 yg bisa kita kasih makan...dan bs diajak foto juga....😀 jadi ini tmpat wisata dgn paket lengkap deh pokok nya...👍👍👍😍 …,positif,0.9564,positif,"Teks tersebut menggunakan kata-kata positif seperti 'oke banget', 'menarik', 'lengkap', serta emoji senyum dan bintang, yang menunjukkan bahwa penulis sangat puas dengan tempat tersebut.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks tersebut menggunakan kata-kata positif seperti 'oke banget', 'menarik', 'lengkap', serta emoji senyum dan bintang, yang menunjukkan bahwa penulis sangat puas dengan tempat tersebut.""
}"
Terakhir kesini 4 tahun lalu dan kemarin akhirnya kesini dg para krucils alhamdulillah makin lengkap dan anak2 suka dengan aneka satwa dsitu dan tentunya makin menarik. Ramai karena weekend tp tetep seru karena tempat luas jadi tetap aman lah gk terlalu berjubel hehee,netral,0.9724,positif,"Bahasa dan kata-kata yang digunakan menunjukkan kesenangan dan kepuasan, seperti 'alhamdulillah', 'suka', 'makin lengkap', 'seru', dan 'aman'. Hal ini menunjukkan bahwa pengarang memiliki pengalaman yang menyenangkan dengan melakukan kegiatan di tempat tersebut.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Bahasa dan kata-kata yang digunakan menunjukkan kesenangan dan kepuasan, seperti 'alhamdulillah', 'suka', 'makin lengkap', 'seru', dan 'aman'. Hal ini menunjukkan bahwa pengarang memiliki pengalaman yang menyenangkan dengan melakukan kegiatan di tempat tersebut.""
}"
"Hawanya sejuk krn banyak pepohonan, ada mini zoonya cocok juga utk wisata edukasi anak2, dan yg paling saya suka adalah spot foto ala eropanya. Gokil! Rekomended bangett",positif,0.9757,positif,Kata-kata yang digunakan seperti 'Gokil!' dan 'Rekomended bangett' menunjukkan kesan positif dan merekomendasikan tempat tersebut.,"{
  ""label_final"": ""positif"",
  ""alasan"": ""Kata-kata yang digunakan seperti 'Gokil!' dan 'Rekomended bangett' menunjukkan kesan positif dan merekomendasikan tempat tersebut.""
}"
"Bersih.. ya kalo ada bau2 dikit wajar, kan kandang. cocok buat momong bocah. Ada berkuna, mini train dan spot foto bagus",positif,0.8845,positif,"Teks yang dikutip memiliki kata-kata positif seperti ""cocok buat menghibur bocah"" dan menunjukkan bahwa kandang tersebut memiliki fasilitas yang menarik seperti berkuda dan mini train. Hal ini menunjukkan bahwa penulis memiliki opini yang positif terhadap tempat tersebut.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks yang dikutip memiliki kata-kata positif seperti \""cocok buat menghibur bocah\"" dan menunjukkan bahwa kandang tersebut memiliki fasilitas yang menarik seperti berkuda dan mini train. Hal ini menunjukkan bahwa penulis memiliki opini yang positif terhadap tempat tersebut.""
}"
"Pas datang ke lokasinya pas ujan,suasana jadi syahdu dingin,tp buat edukasi anak lumayan bagus.",netral,0.9201,positif,"Karena teks mengemukakan sebuah sisi positif dari cuaca hujan, yaitu dapat menyebabkan suasana menjadi lebih syahdu dan dingin, serta dapat digunakan sebagai alasan edukasi yang bagus.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Karena teks mengemukakan sebuah sisi positif dari cuaca hujan, yaitu dapat menyebabkan suasana menjadi lebih syahdu dan dingin, serta dapat digunakan sebagai alasan edukasi yang bagus.""
}"
Tempat wisata yang bagus untuk keluarga dan anak2.. bisa kasi makan kelinci…,positif,0.9878,positif,"Kalimat tersebut menyebutkan 'Tempat wisata yang bagus', yang menunjukkan kesan positif. Selain itu, 'bisa kasi makan kelinci' juga menunjukkan ketertarikan dan kesadaran akan kebutuhan hewan.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Kalimat tersebut menyebutkan 'Tempat wisata yang bagus', yang menunjukkan kesan positif. Selain itu, 'bisa kasi makan kelinci' juga menunjukkan ketertarikan dan kesadaran akan kebutuhan hewan.""
}"
Rekomen utk yg suka spot spot foto instagramable,positif,0.9819,netral,"Kalimat tersebut tidak mengandung opini atau nilai positif atau negatif, melainkan sekadar rekomendasi untuk spot foto Instagramable.","{
  ""label_final"": ""netral"",
  ""alasan"": ""Kalimat tersebut tidak mengandung opini atau nilai positif atau negatif, melainkan sekadar rekomendasi untuk spot foto Instagramable.""
}"
Tempat wisata yang menarik ada binatang binatang nya juga... Spot fotonya bagus2.,positif,0.9801,positif,Teks tersebut mengandung kata-kata positif seperti 'menarik' dan 'bagus'.,"{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks tersebut mengandung kata-kata positif seperti 'menarik' dan 'bagus'.""
}"
"Tempatnya ok. Untuk makan berat adanya di kuar . 1 tiket harga 30k. Untuk yg spot foto bagus di lalang buana. Petunjuknya agak kurang jelas. Tanya aja ke pegawainya ""yg kayak santorini dimana?"" Karena lumayan jauh dari tempet tiket masuk",netral,0.9475,positif,"Komentar menggambarkan lokasi sebagai ""ok"" dan memberikan tips yang bermanfaat untuk pengunjung tentang lokasi makan dan spot foto yang bagus.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Komentar menggambarkan lokasi sebagai \""ok\"" dan memberikan tips yang bermanfaat untuk pengunjung tentang lokasi makan dan spot foto yang bagus.""
}"
"Small zoo, banyak spot foto yang cukup menarik.

Di tempat ini kota bisa melihat beberapa jenis satwa seperti burung hantu, nuri, …",positif,0.9594,positif,"Deskripsi tentang tempat tersebut menyoroti beberapa kelebihan seperti banyak spot foto yang menarik, sehingga memberikan kesan yang positif.","{
  ""label_final"": ""positif"",
  ""alasan"": ""Deskripsi tentang tempat tersebut menyoroti beberapa kelebihan seperti banyak spot foto yang menarik, sehingga memberikan kesan yang positif.""
}"
"Tempatnya keren...ada mini zoonya yg bisa buat anak2 belajar dan menyayangi hewan, ada spot foto yg kerenlah, ada tempat bermainnya anak2, ada cafenya.anak2 suka.masnya pendamping kudanya juga sabar banget dan gemati jagaain anak yg sedang …",positif,0.9905,positif,"Teks mengandung kata-kata positif seperti 'keren', 'suka', dan 'sabar banget' yang menunjukkan kepuasan dan kesenangan","{
  ""label_final"": ""positif"",
  ""alasan"": ""Teks mengandung kata-kata positif seperti 'keren', 'suka', dan 'sabar banget' yang menunjukkan kepuasan dan kesenangan""
}"
